raceId,rank,factor1,factor2,factor3,factor4,factor5,factor6,factor7,factor8,factor9,factor10
31192,10,0,95,92,124,2,0,1,0.0551181,7,0
31192,12,0,91,91,116,3,0,1,0.0460251,11,0
31192,3,0.0769231,90,91,133,4,0,0,0.114846,41,0
31192,7,0,92,94,118,12,0,1,0.0525,21,0
31192,6,0,92,98,116,9,0,0,0.0731707,48,0
31185,11,0.125,86,93,126,2,1,0,0.0613893,38,0
31185,7,0,88,85,111,3,1,0,0.0334076,15,0
31185,9,0.0526316,90,88,126,7,1,0,0.0539033,29,0
31185,1,0,92,86,130,1,1,0,0.114846,41,0
31185,2,0,90,92,127,6,1,0,0.150641,94,0
31185,10,0,93,88,119,4,1,0,0.0972477,53,0
31185,4,0.0909091,92,97,120,12,1,0,0.0731707,48,0
31185,8,0,90,95,120,10,1,0,0.0516963,32,0
31185,6,0,89,94,129,5,1,0,0.037037,5,0
31185,5,0,90,87,130,8,1,0,0.0460251,11,0
31185,3,0,88,90,128,11,1,0,0.0969072,47,0
31185,12,0,86,83,118,9,1,0,0.105691,13,0
31198,13,0,92,95,127,11,0,0,0.0721925,27,0
31198,3,0.0416667,88,88,120,12,0,0,0.103175,13,0
31198,7,0.133333,91,91,125,5,1,0,0.100619,65,0
31198,11,0,91,86,121,6,1,0,0.0530303,7,0
31198,9,0,90,95,129,3,1,0,0.045082,11,0
31198,5,0.333333,93,95,117,14,0,0,0.0882883,49,0
31198,10,0,91,95,114,10,1,0,0.0456522,21,0
31198,8,0,88,90,114,7,0,0,0.0553506,30,0
31198,2,0,92,94,130,1,1,0,0.0726172,48,0
31198,12,0,90,90,129,9,1,0,0.035461,5,0
31198,4,0.142857,96,96,123,13,1,0,0.0512,32,0
31198,6,0,92,90,133,2,0,0,0.15368,71,0
31198,1,0,93,95,116,4,1,0,0.161507,120,0
31198,14,0,91,89,121,8,1,0,0.116022,42,0
31211,12,0.25,92,90,128,2,1,0,0.097166,48,0
31211,8,0.153846,90,95,123,10,1,0,0.154176,72,0
31211,3,0.1,93,97,119,8,1,0,0.0969479,54,0
31211,4,0.111111,90,80,125,12,1,0,0.057554,8,0
31211,11,0.375,94,89,117,1,1,0,0.0436508,11,0
31211,5,0,95,95,126,11,1,0,0.0506329,32,0
31211,6,0.0588235,89,85,121,4,1,0,0.0544465,30,0
31211,10,0.214286,164,89,132,9,1,0,0.0886525,50,0
31211,2,0.285714,95,91,129,7,1,0,0.1,65,0
31211,1,0.153846,97,100,120,6,1,0,0.0984849,13,0
31211,9,0.142857,91,81,119,5,1,0,0.0452586,21,0
31211,7,0,92,87,123,3,1,0,0.113208,42,0
31207,5,0.105263,92,95,131,3,0,1,0.1,65,0
31207,7,0,88,88,112,10,0,1,0.0544465,30,0
31207,8,0.0909091,89,90,115,6,0,1,0.0714286,48,0
31207,9,0.157895,90,90,117,7,0,1,0.0619048,39,0
31207,2,0.0666667,92,95,105,5,0,1,0.0984849,13,0
31207,10,0.0666667,90,87,119,8,0,0,0.0405405,6,0
31207,3,0,92,93,128,4,0,1,0.097166,48,0
31207,6,0.133333,93,90,124,12,0,1,0.057554,8,0
31207,12,0.0833333,91,90,124,2,0,0,0.0436508,11,0
31207,11,0,89,96,124,11,0,1,0.164894,124,0
31207,1,0,89,85,113,1,0,0,0.0671463,28,0
31207,4,0.1,92,88,130,9,0,1,0.0506329,32,0
31205,8,0,90,88,120,11,0,1,0.0436508,11,0
31205,4,0,91,87,128,5,0,1,0.0350877,16,0
31205,10,0.0769231,92,88,122,2,0,0,0.154176,72,0
31205,11,0,91,97,132,8,0,1,0.113208,42,0
31205,9,0,94,93,127,7,0,1,0.0544465,30,0
31205,7,0.1,92,89,131,1,0,1,0.164894,124,0
31205,1,0,92,87,125,3,0,0,0.0969479,54,0
31205,6,0.0833333,93,100,120,4,0,1,0.057554,8,0
31205,5,0.0833333,92,88,125,6,0,1,0.0714286,48,0
31205,3,0,90,88,115,12,0,1,0.0452586,21,0
31205,2,0,92,86,123,10,0,0,0.0886525,50,0
31205,12,0.0833333,91,90,128,9,0,0,0.097166,48,0
31221,11,0.142857,92,85,118,6,0,0,0.0450644,21,0
31221,12,0.0555556,85,79,133,13,0,0,0.0515971,21,0
31221,7,0,92,94,121,8,0,1,0.0958084,48,0
31221,8,0.0526316,89,92,132,7,0,1,0.0877193,50,0
31221,9,0.333333,94,94,126,11,0,1,0.100763,66,0
31221,14,0.111111,93,94,129,9,0,0,0.0394737,6,0
31221,1,0,92,90,131,1,0,0,NULL,NULL,1
31221,3,0.153846,88,90,126,2,0,1,0.111406,42,0
31221,13,0.125,90,91,112,10,0,1,0.0186567,5,0
31221,4,0,86,91,129,12,0,0,0.0555556,8,0
31221,6,0.166667,93,93,123,4,0,1,0.0613208,39,0
31221,5,0.0666667,90,88,113,14,0,1,0.0980392,55,0
31221,2,0.142857,90,95,125,3,0,0,0.166008,126,0
31221,10,0,94,98,113,5,0,0,0.0710059,48,0
31218,4,0.0625,90,90,120,12,1,0,0.0555556,8,0
31218,9,0.125,90,85,116,11,1,0,0.0450644,21,0
31218,7,0.0666667,88,91,111,4,1,0,0.0347826,16,0
31218,1,0,89,93,117,1,1,0,0.0710059,48,0
31218,12,0.2,92,93,113,7,1,0,0.0537634,30,0
31218,2,0,90,85,112,6,1,0,0.0501567,32,0
31218,3,0.111111,93,97,128,10,1,0,0.0958084,48,0
31218,5,0.25,91,80,131,8,1,0,0.0980392,55,0
31218,8,0,90,92,111,2,1,0,0.0613208,39,0
31218,10,0,92,94,125,9,1,0,0.0394737,6,0
31218,6,0.142857,93,95,129,3,1,0,0.166008,126,0
31218,11,0,91,90,113,5,1,0,0.0426357,11,0
31212,12,0,90,95,127,10,0,0,0.111406,42,0
31212,4,0,89,98,128,12,0,0,0.0714286,30,0
31212,11,0,92,90,133,14,0,1,NULL,NULL,1
31212,7,0.153846,90,88,128,13,0,0,0.0877193,50,0
31212,5,0.166667,89,87,131,3,0,1,0.166008,126,0
31212,9,0,87,90,128,11,0,1,0.0537634,30,0
31212,2,0,91,95,119,7,0,1,0.0613208,39,0
31212,10,0,90,88,128,9,0,0,0.100763,66,0
31212,3,0.0833333,95,96,123,4,0,0,0.0555556,8,0
31212,1,0.111111,93,99,122,1,0,0,0.0958084,48,0
31212,13,0,87,90,119,6,0,0,0.0515971,21,0
31212,8,0,86,86,116,2,0,0,0.0501567,32,0
31212,14,0,85,88,128,8,0,0,0.0450644,21,0
31212,6,0,91,94,119,5,0,0,0.0394737,6,0
31229,1,0,96,93,114,10,0,1,0.100176,57,0
31229,6,0.272727,94,97,117,5,0,1,0.125,1,0
31229,9,0,96,95,119,1,0,1,0.0495356,32,0
31229,10,0.0625,92,90,131,12,0,1,0.0704225,40,0
31229,11,0.153846,94,93,123,9,0,1,0.0882353,51,0
31229,5,0.1875,94,95,118,3,0,0,0.0815217,15,0
31229,7,0.0666667,96,95,126,2,0,1,0.150794,95,0
31229,8,0.0714286,91,93,120,11,0,1,0.111979,43,0
31229,12,0.230769,96,95,124,8,0,1,0.165365,127,0
31229,2,0.1875,94,100,121,7,0,1,0.101208,67,0
31229,4,0.25,92,90,116,6,0,1,0.0526316,8,0
31229,3,0.142857,90,91,133,4,0,0,0.15304,73,0
31224,12,0,90,88,118,4,0,0,0.100176,57,0
31224,4,0.0666667,88,87,119,8,0,1,0.165365,127,0
31224,3,0.0769231,90,89,124,7,0,0,0.25,3,0
31224,11,0,92,90,120,10,0,0,0.0815217,15,0
31224,1,0.04,91,98,130,6,0,1,0.333333,1,0
31224,8,0.0769231,90,85,125,12,0,1,0,0,0
31224,6,0.0625,88,88,117,1,0,0,0,0,0
31224,9,0.1,92,95,126,11,0,0,NULL,NULL,1
31224,2,0,95,95,131,2,0,0,NULL,NULL,1
31224,10,0,93,98,124,5,0,1,NULL,NULL,1
31224,7,0,88,90,130,3,0,0,NULL,NULL,1
31224,5,0,91,94,132,9,0,0,0.150794,95,0
31222,9,0.0833333,94,93,126,2,1,0,0.0530973,30,0
31222,2,0.0833333,96,96,128,9,1,0,0.165365,127,0
31222,3,0,90,90,133,5,0,0,0.125,1,0
31222,12,0,94,90,114,10,1,0,0.0415094,11,0
31222,11,0,88,87,130,8,1,0,0.0526316,8,0
31222,10,0,92,94,130,1,1,0,0.0607477,39,0
31222,1,0.166667,93,97,129,4,1,0,0,0,0
31222,6,0,92,94,121,3,1,0,0.0815217,15,0
31222,7,0,91,83,133,7,1,0,0.101208,67,0
31222,8,0,94,97,127,6,1,0,0.0443038,21,0
31222,5,0,92,97,133,11,1,0,0.150794,95,0
31222,4,0,92,94,133,12,1,0,0.0882353,51,0
31235,3,0,91,89,127,11,1,0,0.102609,59,0
31235,5,0.0588235,93,80,112,12,1,0,0.0960784,49,0
31235,8,0.153846,92,88,123,1,1,0,0.0702988,40,0
31235,2,0.153846,94,94,125,13,1,0,0,0,0
31235,4,0.153846,92,95,133,7,1,0,0.0876289,51,0
31235,14,0.0714286,92,89,119,5,1,0,0.100904,67,0
31235,13,0.2,89,91,130,14,1,0,0.164948,128,0
31235,1,0.2,92,95,122,4,1,0,0.0516129,8,0
31235,6,0,92,93,132,9,1,0,0.15272,73,0
31235,10,0,91,89,132,3,1,0,0.166667,3,0
31235,7,0,90,92,123,8,0,0,0.060559,39,0
31235,11,0,92,94,113,2,1,0,NULL,NULL,1
31235,9,0,94,94,121,6,1,0,0.111399,43,0
31235,12,0,94,94,127,10,1,0,0.0181818,5,0
31232,3,0,91,97,119,6,1,0,0.0702988,40,0
31232,10,0.0869565,94,98,117,5,1,0,0.0410448,11,0
31232,5,0.285714,97,100,128,1,1,0,0.0960784,49,0
31232,8,0.25,96,98,125,7,1,0,0.149371,95,0
31232,7,0,95,98,124,9,1,0,0.0555556,1,0
31232,9,0,91,96,122,8,1,0,0.04375,7,0
31232,2,0.272727,94,89,122,4,0,0,0.0876289,51,0
31232,1,0.6,95,100,127,3,1,0,0.15272,73,0
31232,6,0.25,93,93,123,11,0,0,0.0704961,27,0
31232,11,0.444444,95,96,119,2,1,0,0.102609,59,0
31232,4,0.166667,95,99,117,10,1,0,0.164948,128,0
31246,12,0.210526,90,90,125,3,0,0,0.0757576,15,0
31246,1,0.166667,93,94,125,6,0,1,0.0953307,49,0
31246,6,0.157895,91,88,112,8,0,1,0.10219,14,0
31246,7,0,94,93,131,1,0,1,0.108861,43,0
31246,9,0.1,91,92,120,9,0,0,0.151951,74,0
31246,2,0.222222,94,100,121,11,0,1,0.164331,129,0
31246,8,0.2,91,88,115,2,0,1,0.0716374,49,0
31246,4,0.230769,94,94,124,5,0,1,0.0525394,30,0
31246,11,0.0555556,92,91,119,10,0,1,0.0404412,11,0
31246,3,0,92,90,117,4,0,1,0.0503597,21,0
31246,5,0.285714,93,95,128,7,0,0,0.0697674,27,0
31246,10,0,90,91,119,12,0,0,0.0432099,7,0
31242,4,0,94,93,126,1,0,0,0.108861,43,0
31242,11,0.0952381,92,87,128,8,0,1,0.0525394,30,0
31242,2,0.117647,92,96,123,4,0,1,0.0432099,7,0
31242,8,0.0714286,90,96,126,10,0,1,0.0404412,11,0
31242,3,0.181818,89,87,128,6,0,0,0.0953307,49,0
31242,10,0.0625,93,93,107,2,0,1,0.10219,14,0
31242,7,0.0909091,92,91,123,12,0,0,0.0601852,39,0
31242,1,0.0526316,92,98,118,3,0,1,0.103448,60,0
31242,6,0,90,86,133,11,0,0,0.164331,129,0
31242,5,0,90,88,117,9,0,0,0.05625,9,0
31242,9,0.0769231,90,88,119,7,0,1,0.0493066,32,0
31242,12,0,91,92,118,5,0,0,0.0503597,21,0
31241,8,0,94,95,131,9,1,0,0.0503597,21,0
31241,10,0,92,95,131,1,1,0,0.0697674,27,0
31241,7,0.0714286,91,96,125,3,1,0,0.151951,74,0
31241,3,0.0833333,94,93,130,2,1,0,0.0716374,49,0
31241,5,0,92,97,121,5,1,0,0.0525394,30,0
31241,4,0,92,94,123,6,1,0,0.0882852,52,0
31241,12,0,93,88,131,10,1,0,0.108861,43,0
31241,2,0.0769231,89,85,128,4,1,0,0.0730435,42,0
31241,6,0.222222,91,98,130,12,1,0,0.103448,60,0
31241,1,0,94,93,126,8,1,0,0.0953307,49,0
31241,9,0,82,93,118,11,1,0,0.0625,1,0
31241,11,0,90,89,126,7,1,0,0.0432099,7,0
31240,12,0,91,90,112,12,0,1,0.0601852,39,0
31240,8,0,92,98,122,10,0,1,0.0525394,30,0
31240,11,0,93,90,128,8,0,0,0.0953307,49,0
31240,4,0.0666667,91,89,129,9,0,1,0.108861,43,0
31240,1,0,88,99,126,6,0,1,0.15,96,0
31240,6,0.0769231,94,97,119,11,0,1,0.05625,9,0
31240,9,0,93,99,124,3,0,1,0.164331,129,0
31240,5,0,91,98,113,1,0,1,0.0404412,11,0
31240,2,0,90,95,129,4,0,0,0.100299,67,0
31240,3,0,90,100,113,5,0,1,0.0493066,32,0
31240,7,0,91,92,133,7,0,1,0.151951,74,0
31240,10,0,89,93,113,2,0,1,0.0716374,49,0
31251,9,0,92,90,125,5,0,0,0.0690537,27,0
31251,3,0,95,98,117,1,0,0,0.0398551,11,0
31251,10,0.0769231,90,85,126,7,1,0,0.1,67,0
31251,2,0.0714286,93,90,131,10,1,0,0.0712209,49,0
31251,5,0.153846,93,98,125,4,1,0,0.0519931,30,0
31251,7,0.0588235,90,87,125,14,0,0,0.0498812,21,0
31251,12,0.125,89,95,130,2,1,0,0.047619,1,0
31251,14,0.111111,92,85,125,11,0,0,0.0727903,42,0
31251,13,0,94,93,117,8,1,0,0.162879,129,0
31251,4,0,88,85,125,12,0,0,0.0419162,7,0
31251,8,0,89,91,132,9,1,0,0.151938,98,0
31251,6,0,94,98,132,3,1,0,0.0738916,15,0
31251,1,0,88,85,128,13,1,0,0.0978887,51,0
31251,11,0,85,83,131,6,1,0,0.104274,61,0
31250,2,0,88,88,120,5,1,0,0.150407,74,0
31250,4,0,89,87,131,4,0,0,0.047619,1,0
31250,7,0.0769231,95,97,129,11,0,0,0.089527,53,0
31250,13,0.1,89,89,127,12,0,0,0.0498812,21,0
31250,11,0,94,95,120,8,0,0,0.0712209,49,0
31250,1,0.111111,86,87,126,7,0,0,0.0519931,30,0
31250,4,0,92,93,129,2,1,0,0.0613497,10,0
31250,6,0,87,85,122,3,0,0,0.104274,61,0
31250,3,0,93,95,120,13,1,0,0.0978887,51,0
31250,9,0,88,89,116,6,0,0,0.0727903,42,0
31250,12,0,91,98,118,9,1,0,0.0738916,15,0
31250,8,0,92,90,132,14,1,0,0.0419162,7,0
31250,10,0.0666667,90,89,120,10,0,0,0.0992908,14,0
31266,3,0.133333,91,90,121,1,0,0,0.100569,53,0
31266,9,0,92,88,122,6,0,0,0.0179856,5,0
31266,4,0,94,98,131,5,0,0,0.0720412,42,0
31266,10,0,92,88,120,4,0,1,0.0887772,53,0
31266,7,0.0666667,91,86,122,2,0,0,0.0515152,34,0
31266,8,0.153846,90,98,129,3,0,1,0.0581395,10,0
31266,5,0.136364,94,90,129,8,0,1,0.0710901,15,0
31266,12,0.142857,90,92,128,11,0,1,0.0712589,30,0
31266,11,0.0588235,88,85,119,12,0,1,0.0704023,49,0
31266,1,0.0714286,90,91,129,10,0,1,0.108374,44,0
31266,2,0,92,90,111,7,0,1,0.0593607,39,0
31266,6,0.125,94,92,129,9,0,0,0.165207,132,0
31265,3,0.235294,92,91,113,7,1,0,0.100569,53,0
31265,8,0,94,92,130,2,1,0,0.0546075,32,0
31265,11,0.0714286,95,97,118,5,1,0,0.0515152,34,0
31265,12,0.25,96,100,121,4,0,0,0.0581395,10,0
31265,4,0,94,100,119,8,1,0,0.0887772,53,0
31265,10,0.0909091,97,98,123,9,1,0,0.108374,44,0
31265,2,0,93,98,129,1,1,0,0.0720412,42,0
31265,5,0.230769,92,97,127,12,1,0,0.148594,74,0
31265,1,0.25,95,96,118,6,1,0,0.0992593,67,0
31265,6,0.214286,96,97,118,3,1,0,0.0593607,39,0
31265,9,0.166667,94,98,116,11,1,0,0.0704023,49,0
31265,7,0.142857,95,96,117,10,1,0,0.165207,132,0
31263,1,0.111111,92,89,120,6,0,1,0.165207,132,0
31263,2,0.1,84,77,123,10,0,1,0.0546075,32,0
31263,11,0.222222,92,89,123,12,0,1,0.0887772,53,0
31263,8,0.0555556,91,89,132,5,0,1,0.108374,44,0
31263,5,0.0769231,91,91,114,2,0,1,0.0704023,49,0
31263,7,0,89,86,113,4,0,1,0.0515152,34,0
31263,3,0.2,87,93,117,1,0,1,0.0581395,10,0
31263,12,0.1,88,90,112,11,0,1,0.0179856,5,0
31263,9,0.142857,93,94,133,7,0,0,0.0402299,7,0
31263,10,0.105263,91,91,109,3,0,1,0.0712589,30,0
31263,6,0.142857,84,91,130,9,0,1,0.0680101,27,0
31263,4,0.0833333,88,88,119,8,0,1,0.0720412,42,0
31260,10,0.25,89,97,129,10,0,1,0.0515152,34,0
31260,7,0.166667,92,96,128,1,0,1,0.0357143,1,0
31260,5,0,91,85,127,3,0,1,0.0491803,21,0
31260,9,0,91,97,109,12,0,0,0.0712589,30,0
31260,4,0.0909091,88,88,133,7,0,1,0.108374,44,0
31260,11,0.133333,90,97,125,11,0,1,0.100569,53,0
31260,3,0,92,91,117,8,0,0,0.0581395,10,0
31260,12,0.0714286,88,87,117,6,0,1,0.0424028,12,0
31260,2,0,92,95,113,5,0,0,0.0704023,49,0
31260,1,0,95,99,121,2,0,1,0.0887772,53,0
31260,6,0,91,88,128,9,0,1,0.165207,132,0
31260,8,0,91,85,128,4,0,0,0.0710901,15,0
31270,9,0,90,81,113,2,0,1,0.0454545,13,0
31270,14,0,90,91,112,14,0,1,0.0590015,39,0
31270,10,0.333333,88,86,131,10,0,1,0.104027,62,0
31270,12,0.176471,87,88,125,9,0,0,0.0715503,42,0
31270,2,0.111111,93,94,125,8,0,1,0.039548,7,0
31270,5,0,92,87,117,3,0,1,0.164808,133,0
31270,11,0.0588235,90,90,118,4,0,0,0.10162,69,0
31270,13,0.1,86,87,129,13,0,0,0.089404,54,0
31270,6,0,91,93,128,11,0,1,0.0992509,53,0
31270,8,0.111111,87,83,111,1,0,0,0.034632,16,0
31270,1,0.125,92,91,123,12,0,1,0.0676692,27,0
31270,3,0.0714286,90,91,118,5,0,1,0.0700935,15,0
31270,4,0.1,89,94,120,7,0,0,0.0704225,30,0
31270,7,0.0909091,92,92,129,6,0,1,0.0524738,35,0
31267,14,0.0769231,94,90,131,2,1,0,0.0700935,15,0
31267,13,0,80,86,112,13,0,0,0.0704225,30,0
31267,7,0,95,88,117,10,1,0,0.043659,21,0
31267,9,0,88,90,133,8,1,0,0.11165,46,0
31267,4,0,91,88,119,6,1,0,0.10162,69,0
31267,2,0,94,93,129,7,1,0,0.164808,133,0
31267,10,0,92,89,124,3,1,0,0.147705,74,0
31267,3,0,92,98,129,1,1,0,0.149618,98,0
31267,12,0.1,88,82,122,12,0,0,0.0715503,42,0
31267,8,0,94,95,120,5,1,0,0.0524738,35,0
31267,11,0,22,95,114,9,0,0,0.0541455,32,0
31267,1,0,90,97,129,11,1,0,0.0454545,13,0
31267,5,0,91,86,130,4,1,0,0.034632,16,0
31267,6,0,92,96,128,14,1,0,0.0992509,53,0
31286,12,0.2,96,94,116,10,0,0,0.0552486,10,0
31286,1,0,90,96,113,8,1,0,0.0723906,43,0
31286,8,0.166667,93,97,117,3,0,0,0.10299,62,0
31286,7,0.266667,98,96,126,1,1,0,0.090312,55,0
31286,6,0.272727,97,96,133,2,1,0,0.110312,46,0
31286,10,0,95,95,115,7,1,0,0.0538721,32,0
31286,4,0.416667,97,95,126,4,1,0,0.148036,98,0
31286,3,0.153846,95,95,121,11,1,0,0.100583,69,0
31286,9,0.4,97,96,131,12,1,0,0.16299,133,0
31286,2,0.636364,95,98,126,5,1,0,0.147638,75,0
31286,5,0.166667,95,98,115,6,1,0,0.0285714,1,0
31286,11,0.75,93,88,113,9,1,0,0.04811,14,0
31278,4,0,91,95,114,5,0,1,0.0706215,50,0
31278,8,0.0666667,89,91,116,1,0,1,0.0723906,43,0
31278,12,0,90,91,130,7,0,1,0.0285714,1,0
31278,11,0.0588235,89,88,133,14,0,1,0.110312,46,0
31278,1,0,90,94,123,2,0,1,0.0533333,36,0
31278,7,0.0952381,88,87,124,3,0,1,0.100583,69,0
31278,10,0,90,93,132,6,0,0,0.0727273,16,0
31278,9,0,93,88,121,10,0,0,0.16299,133,0
31278,5,0,92,93,119,8,0,1,0.0437158,8,0
31278,3,0.0714286,93,86,116,4,0,1,0.0552486,10,0
31278,14,0,90,90,110,12,0,0,0.0538721,32,0
31278,13,0,90,83,116,13,0,1,0.097786,53,0
31278,2,0.111111,94,96,132,9,0,1,0.147638,75,0
31278,6,0,87,82,111,11,0,1,0.0585586,39,0
31277,9,0.166667,88,83,129,3,1,0,0.0706215,50,0
31277,8,0.142857,92,88,127,2,1,0,0.0364026,17,0
31277,3,0.117647,88,84,129,5,1,0,0.0285714,1,0
31277,7,0,90,83,116,11,1,0,0.0552486,10,0
31277,13,0.0769231,90,77,127,10,1,0,0.0696517,28,0
31277,6,0.0769231,91,98,120,1,0,0,0.097786,53,0
31277,5,0,92,93,119,12,1,0,0.0727273,16,0
31277,4,0,91,92,132,4,1,0,0.16299,133,0
31277,1,0.0714286,90,93,129,13,1,0,0.0723906,43,0
31277,12,0,91,93,124,9,1,0,0.090312,55,0
31277,11,0,91,88,116,8,1,0,0.0585586,39,0
31277,2,0,91,93,131,6,1,0,0.147638,75,0
31277,10,0,90,91,133,7,1,0,0.100583,69,0
31293,7,0.0952381,90,91,110,1,1,0,0.0688073,30,0
31293,11,0.0833333,88,92,124,9,1,0,0.0965392,53,0
31293,2,0.307692,92,93,133,2,1,0,0.099711,69,0
31293,8,0.0555556,93,95,118,7,1,0,0.0933333,14,0
31293,5,0.0625,98,97,122,12,1,0,0.0748899,17,0
31293,12,0.117647,85,84,123,4,1,0,0.044898,22,0
31293,1,0.0666667,92,99,119,3,1,0,0.0174216,5,0
31293,10,0.153846,93,94,124,8,1,0,0.0472973,14,0
31293,9,0,88,87,129,11,1,0,0.0909091,56,0
31293,6,0.125,94,97,123,5,1,0,0.145068,75,0
31293,3,0.125,92,88,125,6,1,0,0.025641,9,0
31293,4,0,95,97,128,10,1,0,0.108747,46,0
31290,11,0.2,88,91,113,10,0,1,0.025641,9,0
31290,7,0.0714286,90,90,124,2,0,0,0.0472973,14,0
31290,4,0.181818,91,85,117,3,0,1,0.0362473,17,0
31290,3,0.0833333,90,90,114,7,0,1,0.070028,50,0
31290,6,0.1,93,93,128,11,0,1,0.0688073,30,0
31290,5,0.166667,90,93,128,8,0,0,0.0965392,53,0
31290,2,0.1,93,94,126,6,0,1,0.044898,22,0
31290,1,0.0666667,90,91,120,9,0,1,0.145068,75,0
31290,12,0,90,88,123,12,0,1,0.0748899,17,0
31290,8,0,92,93,132,5,0,0,0.0686274,28,0
31290,9,0,82,90,113,4,0,0,0.055,33,0
31290,10,0,91,91,117,1,0,0,0.0544118,37,0
31289,3,0,92,91,123,3,1,0,0.0748899,17,0
31289,7,0.2,94,93,127,1,1,0,0.0174216,5,0
31289,12,0.111111,86,80,120,12,1,0,0.055,33,0
31289,11,0,92,94,117,10,1,0,0.070028,50,0
31289,5,0.133333,91,92,115,5,1,0,0.0688073,30,0
31289,10,0,92,88,128,8,1,0,0.108747,46,0
31289,9,0.0909091,94,95,115,4,1,0,0.0965392,53,0
31289,1,0.142857,94,92,131,11,1,0,0.0482759,21,0
31289,8,0.0833333,92,93,128,9,0,0,0.145068,75,0
31289,2,0,89,94,119,7,1,0,0.0909091,56,0
31289,6,0,89,90,124,6,1,0,0.044898,22,0
31289,4,0,91,88,130,2,1,0,0.0544118,37,0
31288,8,0.0769231,96,96,129,11,1,0,0.055,33,0
31288,7,0.0714286,88,85,124,5,1,0,0.099711,69,0
31288,10,0,91,90,128,12,1,0,0.070028,50,0
31288,5,0.0833333,95,97,123,10,1,0,0.145068,75,0
31288,12,0,94,93,126,6,1,0,0.0748899,17,0
31288,6,0,91,93,120,3,1,0,0.0544118,37,0
31288,1,0,91,88,133,4,1,0,0.0482759,21,0
31288,4,0,90,87,130,2,1,0,0.0686274,28,0
31288,3,0,90,91,126,1,1,0,0.0965392,53,0
31288,9,0,88,91,125,7,1,0,0.0362473,17,0
31288,2,0,92,93,133,8,1,0,0.0909091,56,0
31288,11,0,84,90,117,9,1,0,0.0472973,14,0
31299,10,0.125,89,88,124,11,0,0,0.0465116,14,0
31299,7,0,90,92,123,9,1,0,0.146947,77,0
31299,13,0.0714286,93,94,126,4,1,0,0.0676328,28,0
31299,12,0,88,89,129,14,0,0,0.0523918,23,0
31299,8,0.05,90,91,120,13,0,0,0.0678733,30,0
31299,4,0,90,91,122,3,0,0,0.0694444,50,0
31299,9,0,91,91,129,5,1,0,0.0518135,10,0
31299,3,0,92,92,122,6,1,0,0.0953237,53,0
31299,14,0,84,78,112,12,1,0,0.0254237,9,0
31299,1,0,94,95,133,8,0,0,0.11007,47,0
31299,5,0,89,90,114,10,0,0,0.0445344,22,0
31299,11,0,89,95,119,1,1,0,0.0206897,6,0
31299,2,0,91,90,128,7,1,0,0.0561056,34,0
31299,6,0,88,85,130,2,1,0,0.0904685,56,0
31296,9,0,93,97,112,3,1,0,0.0254237,9,0
31296,8,0,91,99,128,5,1,0,0.146947,77,0
31296,10,0,89,88,111,12,0,0,0.0206897,6,0
31296,7,0.0666667,95,95,116,9,1,0,0.0539359,37,0
31296,11,0,92,91,132,8,1,0,0.0523918,23,0
31296,4,0,91,91,115,4,0,0,0.0465116,14,0
31296,6,0,91,89,132,1,1,0,0.11007,47,0
31296,13,0.2,92,92,130,11,1,0,0.0561056,34,0
31296,1,0,91,89,131,13,1,0,0.100287,70,0
31296,12,0,91,89,121,14,1,0,0.0904685,56,0
31296,3,0,91,89,118,10,1,0,0.0694444,50,0
31296,2,0,91,94,127,2,1,0,0.0357895,17,0
31296,14,0,86,90,116,6,1,0,0.0909091,14,0
31296,5,0,90,90,120,7,0,0,0.0953237,53,0
31313,11,0.142857,92,94,123,9,1,0,0.144195,77,0
31313,9,0.0588235,93,91,129,10,0,0,0.075,45,0
31313,7,0.222222,91,95,122,3,1,0,0.0909091,57,0
31313,6,0.1875,91,88,124,7,1,0,0.0580357,39,0
31313,1,0.153846,92,98,120,12,1,0,0.0537791,37,0
31313,12,0.142857,94,94,120,6,1,0,0.0685579,29,0
31313,8,0.142857,96,96,124,2,1,0,0.0451613,14,0
31313,3,0.214286,94,95,120,4,1,0,0.103399,73,0
31313,2,0.333333,92,95,124,5,1,0,0.112128,49,0
31313,4,0.0769231,93,95,127,1,1,0,0.0427807,8,0
31313,5,0.125,90,94,114,8,1,0,0.0700549,51,0
31313,10,0.1,91,95,119,11,1,0,0.0438247,22,0
31312,3,0.142857,96,96,133,8,0,1,0.103399,73,0
31312,9,0.0666667,94,94,130,7,0,0,0.0685579,29,0
31312,10,0,94,93,125,12,0,1,0.0909091,57,0
31312,4,0.166667,97,93,132,6,0,1,0.0514541,23,0
31312,12,0.0769231,95,94,120,9,0,1,0.0438247,22,0
31312,5,0.307692,90,78,120,5,0,1,0.144195,77,0
31312,11,0.111111,93,90,113,11,0,1,0.0451613,14,0
31312,2,0.25,96,95,114,2,0,1,0.075,45,0
31312,7,0.153846,96,90,114,3,0,1,0.0700549,51,0
31312,8,0.153846,95,96,122,4,0,1,0.0427807,8,0
31312,6,0.230769,93,95,117,1,0,0,0.0497512,10,0
31312,1,0.0833333,92,80,120,10,0,0,0.112128,49,0
31308,2,0,90,94,117,2,0,1,0.0451613,14,0
31308,1,0.0588235,93,95,129,10,0,0,0.0685579,29,0
31308,10,0,93,96,124,5,0,1,0.0666667,30,0
